area,bhk_count,rera_approval,status,flat_type,Actual Price,Predicted Price,Residual
2527,3,0,ready to move,apartment,40400000,35470482.14,4929517.857
3150,4,0,ready to move,apartment,48800000,44803758.91,3996241.09
6500,5,0,ready to move,villa,120000000,127352000,-7352000
900,2,0,ready to move,plot,4000000,3933813.041,66186.95851
2300,3,0,ready to move,floor,24500000,20244200.4,4255799.603
2877,4,0,ready to move,apartment,16700000,18729192.46,-2029192.46
838,3,1,under construction,apartment,4700000,6059876.667,-1359876.667
1440,2,1,under construction,floor,16500000,16150625,349375
5618,4,0,ready to move,apartment,182500000,181605733.3,894266.6667
3888,3,0,ready to move,apartment,85500000,75740057.14,9759942.857
1390,2,0,ready to move,apartment,28000000,24432066.9,3567933.096
1224,0,1,new,plot,10800000,10261945.17,538054.8341
1356,3,1,under construction,apartment,28800000,31770052.38,-2970052.381
1550,2,0,ready to move,apartment,18500000,14165815.83,4334184.172
1500,3,1,under construction,apartment,2600000,16287552.84,-13687552.84
1385,2,0,ready to move,apartment,9499000,10727657.92,-1228657.916
2350,3,1,under construction,apartment,26400000,37734696.45,-11334696.45
4518,4,0,ready to move,floor,32500000,51677722.59,-19177722.59
1200,3,0,ready to move,plot,6000000,5011334.701,988665.2995
2071,3,1,under construction,apartment,23200000,22429509.87,770490.1349
1828,3,1,under construction,apartment,26900000,28205542.02,-1305542.016
1250,3,1,under construction,floor,7000000,10616943.99,-3616943.988
1310,2,1,under construction,apartment,26200000,116838784.5,-90638784.51
1067,2,1,under construction,apartment,9000000,9325485.714,-325485.7143
2060,4,1,under construction,apartment,453200000,266217398.8,186982601.2
1518,3,1,under construction,apartment,13800000,18367693.66,-4567693.657
2350,3,1,under construction,apartment,51200000,37734696.45,13465303.55
3078,4,0,ready to move,floor,35000000,33294500,1705500
2600,3,0,ready to move,apartment,21000000,21134316.06,-134316.0617
1665,3,1,under construction,apartment,33300000,90715991.45,-57415991.45
1105,2,1,under construction,apartment,6056000,8330657.725,-2274657.725
1991,4,1,under construction,apartment,26200000,27316000,-1116000
2510,4,1,under construction,apartment,52700000,50313205.83,2386794.168
3100,4,1,under construction,apartment,51100000,45838918.75,5261081.246
3505,4,1,under construction,apartment,67400000,67258507.51,141492.4919
1600,3,1,under construction,apartment,26400000,26026847.88,373152.1243
2200,4,0,ready to move,apartment,20000000,23095275.43,-3095275.433
1719,2,0,ready to move,apartment,20600000,13709267.75,6890732.251
2000,3,0,ready to move,apartment,21000000,22404956.4,-1404956.402
3050,3,0,under construction,plot,38100000,37714609.52,385390.4762
2290,3,0,ready to move,apartment,25500000,23395692.02,2104307.976
2650,4,0,ready to move,apartment,17700000,21949675.79,-4249675.794
2700,4,0,ready to move,plot,26900000,29281084.39,-2381084.394
1336,3,1,under construction,apartment,35400000,29650489.45,5749510.545
2380,3,1,under construction,apartment,43700000,40925559.64,2774440.357
1558,4,1,under construction,apartment,25100000,20899812.16,4200187.838
2979,3,0,ready to move,apartment,44600000,57482940.08,-12882940.08
1976,3,1,under construction,apartment,39500000,33311934.44,6188065.562
1071,112,0,resale,plot,20100000,20260218.33,-160218.3333
6000,4,0,ready to move,apartment,90000000,175694525.8,-85694525.77
2700,3,0,ready to move,floor,18000000,20160580.5,-2160580.503
2072,3,0,ready to move,apartment,57700000,43131953.24,14568046.76
1250,3,0,ready to move,floor,9000000,14697209.52,-5697209.524
1400,3,0,ready to move,floor,12400000,10234521.43,2165478.571
7300,5,0,ready to move,floor,75000000,109464346.4,-34464346.43
3600,4,0,ready to move,floor,45000000,41665880.93,3334119.07
2283,5,1,under construction,apartment,37600000,37600000,0
6300,4,0,ready to move,floor,70000000,75766383.33,-5766383.333
1224,0,1,new,plot,9520000,10261945.17,-741945.1659
3684,4,1,under construction,apartment,157400000,135064596.3,22335403.68
1025,3,0,ready to move,apartment,21300000,20771406.67,528593.3333
2779,4,0,ready to move,apartment,21000000,26916347.58,-5916347.583
1292,3,0,ready to move,apartment,15700000,25013799.27,-9313799.27
1750,3,0,under construction,plot,26200000,19873771.83,6326228.175
2557,3,1,under construction,apartment,54400000,52772714.29,1627285.714
1691,3,0,ready to move,apartment,23900000,23900000,0
2470,3,0,ready to move,apartment,45000000,38128895.65,6871104.347
1650,3,0,ready to move,plot,22000000,17128210.12,4871789.878
1825,3,1,under construction,apartment,36500000,25078503.02,11421496.98
2615,3,0,ready to move,apartment,49400000,51134000,-1734000
356,1,0,ready to move,apartment,1449000,2318434,-869434
1642,3,1,under construction,apartment,19700000,19309841.53,390158.4675
964,2,0,ready to move,apartment,13500000,10288066.94,3211933.057
1765,3,0,ready to move,apartment,13000000,12214019.05,785980.9524
676,2,1,under construction,apartment,2417000,2667010,-250010
3897,4,0,ready to move,apartment,42700000,74129633.33,-31429633.33
1494,0,0,new,plot,20400000,14742983.33,5657016.667
3539,99,0,new,plot,20400000,22557800,-2157800
2267,4,0,ready to move,plot,24000000,34801893.94,-10801893.94
1889,3,0,ready to move,apartment,20300000,21697691.71,-1397691.707
1635,3,0,ready to move,apartment,16300000,16030464.29,269535.7143
2831,4,0,ready to move,apartment,40400000,30042764.69,10357235.31
900,0,0,new,plot,170000,2485890.348,-2315890.348
2073,3,0,ready to move,apartment,57700000,46085099.39,11614900.61
2390,4,1,under construction,apartment,26800000,26276923.69,523076.3131
3395,4,0,ready to move,apartment,84800000,75011890.04,9788109.957
3240,3,0,ready to move,plot,8500000,37801259.02,-29301259.02
1500,2,1,under construction,apartment,19900000,11285915,8614085
810,2,0,ready to move,apartment,4455000,3921431.814,533568.186
540,0,0,resale,plot,1960000,7790323.81,-5830323.81
335,1,0,ready to move,apartment,1340000,1444197.143,-104197.1429
5096,4,0,ready to move,apartment,55500000,84328182.54,-28828182.54
1300,2,1,under construction,apartment,286000000,95513421.81,190486578.2
2950,4,0,ready to move,apartment,39000000,38182139.54,817860.457
1118,2,1,under construction,apartment,10100000,12211807.85,-2111807.851
1308,3,0,ready to move,apartment,36400000,32803580.36,3596419.643
2275,5,1,under construction,apartment,37500000,37500000,0
5790,4,0,ready to move,apartment,55500000,68902291.67,-13402291.67
903,2,0,ready to move,floor,8056000,6882252.583,1173747.417
2080,3,1,under construction,apartment,41600000,31169781.07,10430218.93
1731,4,1,under construction,apartment,68400000,68400000,0
3112,3,0,ready to move,apartment,68400000,60324466.67,8075533.333
955,2,0,ready to move,apartment,14300000,10118346.46,4181653.536
2491,3,0,ready to move,apartment,38600000,37233151.52,1366848.485
4700,4,1,under construction,apartment,68100000,81987675.82,-13887675.82
1503,3,1,under construction,apartment,17900000,19392058,-1492057.998
2071,3,1,under construction,apartment,23200000,22429509.87,770490.1349
4020,4,1,under construction,apartment,55000000,93126327.02,-38126327.02
1750,3,0,under construction,plot,24000000,19873771.83,4126228.175
1711,3,1,under construction,apartment,15200000,19925678.5,-4725678.497
5211,4,0,ready to move,villa,80500000,86020916.67,-5520916.667
2475,3,0,ready to move,plot,11500000,14821600,-3321600
1528,2,1,under construction,apartment,8830000,12252000,-3422000
3625,4,0,ready to move,apartment,45000000,65988363.1,-20988363.1
800,2,0,ready to move,apartment,3975000,5471918.008,-1496918.008
2600,3,1,under construction,apartment,42900000,38552589.97,4347410.028
6828,5,1,under construction,apartment,126700000,122574098,4125901.965
4500,4,0,ready to move,apartment,70000000,49694155.89,20305844.11
5096,4,0,ready to move,apartment,112100000,84328182.54,27771817.46
1737,4,1,under construction,apartment,36900000,41940000,-5040000
1250,3,0,ready to move,apartment,16200000,13451109.92,2748890.079
675,2,1,under construction,apartment,2430000,2426504.286,3495.714286
1347,3,1,under construction,apartment,22200000,22200000,0
1274,3,0,ready to move,apartment,17800000,16521495.16,1278504.841
4548,4,0,ready to move,apartment,49000000,53968792.06,-4968792.063
2550,4,1,under construction,apartment,28600000,28165184.52,434815.4794
2637,4,1,under construction,apartment,42500000,33319231.58,9180768.417
4347,5,0,ready to move,plot,35000000,59887982.14,-24887982.14
2795,3,1,under construction,apartment,51800000,50270809.39,1529190.609
2055,4,1,under construction,apartment,29300000,137622144.4,-108322144.4
1308,3,0,ready to move,apartment,36400000,32803580.36,3596419.643
2200,3,1,under construction,apartment,28600000,29085205.99,-485205.9857
5000,9,0,ready to move,house,55000000,74827085.71,-19827085.71
2300,4,0,ready to move,apartment,40000000,29518718.89,10481281.11
1702,4,1,under construction,apartment,28000000,28000000,0
1199,2,0,ready to move,apartment,9592000,9315042.139,276957.8611
3240,4,0,ready to move,plot,45000000,32086978.13,12913021.87
4010,3,0,ready to move,apartment,60100000,81753388.1,-21653388.1
1711,3,1,under construction,apartment,15200000,19925678.5,-4725678.497
1374,3,1,under construction,apartment,28000000,30173185.32,-2173185.317
2597,4,1,under construction,apartment,52600000,46807823.09,5792176.908
1120,3,1,under construction,apartment,6794000,11261379.1,-4467379.095
3950,4,1,under construction,apartment,70000000,76966036.62,-6966036.621
4122,4,0,ready to move,villa,80000000,54370750,25629250
1534,2,0,ready to move,apartment,14000000,11809240.63,2190759.372
1566,2,1,under construction,apartment,18700000,13850992.86,4849007.143
4500,4,0,ready to move,plot,35000000,44230343.31,-9230343.315
7000,4,0,ready to move,floor,57500000,54734166.67,2765833.333
1300,3,0,ready to move,apartment,7450000,14598218.97,-7148218.975
2599,4,0,ready to move,apartment,52400000,47786738.26,4613261.738
3000,4,1,under construction,apartment,52000000,65389726.84,-13389726.84
3799,3,0,ready to move,apartment,83500000,69364024.89,14135975.11
2255,3,0,ready to move,apartment,62800000,56751855.63,6048144.372
2129,3,0,ready to move,apartment,43000000,35492725.51,7507274.489
2055,4,1,under construction,apartment,41100000,137622144.4,-96522144.39
1602,0,0,new,plot,21000000,15168642.86,5831357.143
872,2,0,ready to move,apartment,9003000,9888114,-885114
1211,3,1,under construction,apartment,5944000,7848811.31,-1904811.31
1700,2,0,ready to move,apartment,22000000,21271829.73,728170.2742
3898,3,0,ready to move,apartment,85700000,81397706.06,4302293.939
1080,2,1,new,plot,15600000,11253201.67,4346798.333
1425,2,0,ready to move,apartment,7800000,13373728.57,-5573728.571
1620,0,0,resale,plot,37500000,31382047.62,6117952.381
1845,3,0,ready to move,apartment,21300000,68684360.12,-47384360.12
1789,3,0,ready to move,apartment,25000000,20438242.38,4561757.618
3762,4,1,under construction,apartment,41300000,54678581.53,-13378581.53
742,3,1,under construction,apartment,2623000,2620700,2300
1457,2,1,under construction,apartment,9324000,9101307.018,222692.9817
589,2,1,under construction,apartment,2398000,2394410,3590
1389,3,1,under construction,apartment,16600000,11472570.87,5127429.128
1274,3,0,ready to move,apartment,12000000,16521495.16,-4521495.159
10000,6,0,ready to move,apartment,95000000,158816834.5,-63816834.47
2250,3,1,under construction,apartment,25300000,36914399.1,-11614399.1
2054,3,0,ready to move,apartment,45400000,41312203.03,4087796.97
1310,2,0,ready to move,apartment,28900000,19623664.96,9276335.036
4500,4,0,ready to move,floor,45900000,46225652.44,-325652.4418
2430,3,0,ready to move,plot,9000000,21923021.42,-12923021.42
900,0,0,new,plot,1700000,2485890.348,-785890.3484
1015,3,0,ready to move,apartment,4255000,6619300,-2364300
2072,3,1,under construction,apartment,27500000,25854979.61,1645020.388
1955,3,1,under construction,apartment,39100000,36196728.04,2903271.959
5100,4,0,ready to move,apartment,112200000,77434125,34765875
2430,3,1,under construction,floor,55000000,20383000,34617000
2800,4,0,ready to move,plot,17000000,25367830.56,-8367830.556
1310,2,1,under construction,apartment,22200000,116838784.5,-94638784.51
1565,2,0,ready to move,apartment,9500000,14024047.58,-4524047.583
1605,3,1,under construction,apartment,32100000,25509902.58,6590097.416
1108,3,0,ready to move,apartment,23000000,23058638.89,-58638.88889
1600,3,0,ready to move,apartment,27200000,21775458.55,5424541.447
2892,3,1,under construction,apartment,123500000,105380645.1,18119354.9
5223,4,1,under construction,apartment,96900000,95021510.17,1878489.833
2644,3,0,ready to move,apartment,92500000,87331231.96,5168768.038
6805,6,0,ready to move,apartment,128700000,101040098.1,27659901.95
539,2,1,under construction,apartment,2196000,2163404.596,32595.40404
2289,3,0,ready to move,apartment,25400000,19014243.84,6385756.163
3967,3,0,ready to move,apartment,87200000,81164614.14,6035385.859
3732,3,0,ready to move,apartment,82100000,68721780.95,13378219.05
1350,2,0,ready to move,apartment,29800000,15836715.53,13963284.47
1044,2,0,ready to move,apartment,21000000,17174230.36,3825769.64
1352,3,1,under construction,apartment,22300000,22418000,-118000
2802,3,0,ready to move,apartment,48000000,34067955.4,13932044.6
810,2,0,ready to move,apartment,3275000,3921431.814,-646431.814
3802,5,1,under construction,apartment,62700000,62700000,0
1850,3,0,ready to move,apartment,32900000,20645909.93,12254090.07
2072,3,1,under construction,apartment,35500000,25854979.61,9645020.388
2800,4,1,under construction,apartment,36400000,41460530.15,-5060530.146
1799,3,0,ready to move,apartment,15600000,20915183.25,-5315183.247
5210,4,0,ready to move,apartment,114600000,102083976.2,12516023.81
5900,5,0,ready to move,apartment,129800000,145852832.1,-16052832.14
1300,3,0,ready to move,plot,7500000,12302293.83,-4802293.831
1560,2,0,ready to move,floor,14000000,14812058.07,-812058.0745
3240,3,0,ready to move,plot,8500000,37801259.02,-29301259.02
900,0,0,new,plot,2500000,2485890.348,14109.65163
1521,0,1,new,plot,24200000,14044000,10156000
1811,3,0,ready to move,apartment,17500000,21244355.9,-3744355.9
1685,3,0,ready to move,apartment,16900000,17908311.11,-1008311.111
2150,3,0,ready to move,apartment,16000000,22816075.76,-6816075.76
541,2,1,under construction,apartment,2163000,2165528.333,-2528.333333
1158,2,0,ready to move,apartment,9843000,11356076.67,-1513076.667
1953,3,0,ready to move,apartment,16500000,12802117.25,3697882.751
2072,3,0,ready to move,apartment,40000000,43131953.24,-3131953.244
240,1,0,ready to move,apartment,2000000,1980000,20000
2200,3,1,under construction,apartment,28600000,29085205.99,-485205.9857
1500,3,0,ready to move,apartment,21000000,14502154.85,6497845.148
5219,4,0,ready to move,apartment,78200000,114958000,-36758000
645,3,1,under construction,apartment,2627000,2532225.687,94774.31254
2620,4,1,under construction,apartment,51300000,40861748.11,10438251.89
1900,3,0,ready to move,apartment,18000000,21929715.81,-3929715.811
1751,3,1,under construction,apartment,8500000,9977832.37,-1477832.37
2300,3,0,ready to move,apartment,54100000,47999036.05,6100963.947
1381,2,0,ready to move,apartment,27500000,27606964.04,-106964.0375
4800,6,0,ready to move,plot,54000000,50405400,3594600
4518,4,0,ready to move,floor,37500000,51677722.59,-14177722.59
3000,4,0,ready to move,apartment,26500000,29930255.4,-3430255.396
1450,3,0,ready to move,apartment,8000000,13120317.81,-5120317.814
3114,3,0,ready to move,apartment,68500000,56412533.33,12087466.67
2500,4,0,ready to move,floor,27500000,24158033.33,3341966.667
810,0,0,new,plot,8100000,6575439.488,1524560.512
2528,3,1,under construction,apartment,43700000,48840361.66,-5140361.661
2433,3,0,ready to move,apartment,40100000,41155663.89,-1055663.889
450,0,0,new,plot,1750000,944618.7884,805381.2116
2350,3,1,under construction,apartment,26400000,37734696.45,-11334696.45
3890,4,1,under construction,apartment,72100000,69744848.69,2355151.309
3500,4,0,ready to move,apartment,39900000,49670430.38,-9770430.375
1914,3,0,ready to move,apartment,15300000,22302800.96,-7002800.956
1440,2,0,ready to move,apartment,6500000,17534983.69,-11034983.69
1305,3,1,under construction,apartment,21500000,18801144.34,2698855.664
613,2,1,under construction,apartment,2492000,2491210.286,789.7142857
2054,3,1,under construction,apartment,30700000,34912798.38,-4212798.377
1950,3,0,ready to move,plot,30000000,22192346.83,7807653.175
3112,3,0,ready to move,apartment,46600000,60324466.67,-13724466.67
1425,2,0,ready to move,apartment,12000000,13373728.57,-1373728.571
1342,2,0,ready to move,plot,6715000,17676066.67,-10961066.67
1615,2,1,under construction,apartment,32300000,30362000,1938000
3510,3,0,ready to move,apartment,52600000,69297107.14,-16697107.14
1900,3,0,ready to move,apartment,39500000,21929715.81,17570284.19
1046,2,0,ready to move,apartment,12700000,20153438.44,-7453438.441
1611,2,0,new,plot,24200000,15286682.56,8913317.439
4518,4,0,ready to move,plot,59500000,34755666.67,24744333.33
2282,3,1,under construction,apartment,41000000,39150317.04,1849682.963
1390,2,0,ready to move,apartment,28000000,24432066.9,3567933.096
2700,4,0,ready to move,apartment,50000000,36457846.84,13542153.16
2400,3,0,ready to move,apartment,39000000,30126021.47,8873978.527
1611,3,1,under construction,floor,21500000,21043853.1,456146.9042
4096,4,0,ready to move,apartment,90100000,70728833.33,19371166.67
650,2,0,ready to move,plot,3800000,3183888.667,616111.3333
2000,3,0,ready to move,floor,16000000,16036520.25,-36520.25096
1055,2,1,under construction,apartment,12600000,11592913.97,1007086.031
4150,4,0,ready to move,apartment,23200000,28361561.9,-5161561.905
1080,0,0,new,plot,12000000,7699294.525,4300705.475
2147,3,1,under construction,apartment,57000000,44447861.38,12552138.62
1800,3,0,ready to move,plot,14000000,15685051.04,-1685051.035
4500,4,1,under construction,floor,71000000,60021959.6,10978040.4
1828,3,0,ready to move,apartment,40400000,34651758.67,5748241.331
2085,3,1,under construction,apartment,20200000,20268000,-68000
1503,3,1,under construction,floor,21000000,20249867.52,750132.4786
2644,3,0,ready to move,apartment,80000000,87331231.96,-7331231.962
1902,3,1,under construction,apartment,28000000,27378144.8,621855.2003
2250,0,0,new,plot,32300000,30567979.25,1732020.751
6521,4,0,ready to move,floor,154600000,139327968.5,15272031.54
1519,3,0,ready to move,apartment,19000000,15417697.62,3582302.381
1976,3,1,under construction,apartment,34100000,33311934.44,788065.562
3800,3,0,ready to move,apartment,67300000,54120037.5,13179962.5
3600,4,0,ready to move,floor,40000000,41665880.93,-1665880.93
1700,3,1,under construction,apartment,34000000,162420557.8,-128420557.8
2004,3,0,ready to move,apartment,35600000,36138787.66,-538787.6623
578,2,1,under construction,apartment,2363000,2325221.371,37778.62875
4844,0,0,new,plot,216000000,82917986.11,133082013.9
2250,3,1,under construction,apartment,39300000,36914399.1,2385600.904
900,0,0,new,plot,1600000,2485890.348,-885890.3484
1528,3,1,under construction,apartment,13900000,17856604.53,-3956604.526
3100,4,0,ready to move,plot,105000000,22989076.98,82010923.02
1830,3,0,ready to move,plot,21500000,21034857.14,465142.8571
1099,2,1,under construction,apartment,12500000,9588550.09,2911449.91
4500,0,0,new,plot,61300000,44581150.45,16718849.55
2503,3,1,under construction,apartment,50000000,42785872.88,7214127.118
7000,5,0,ready to move,villa,90000000,70582321.43,19417678.57
1100,3,0,ready to move,plot,4500000,4647449.664,-147449.6642
2668,3,0,ready to move,apartment,44000000,40109150,3890850
1423,3,1,under construction,apartment,10200000,11138210.88,-938210.8835
5977,4,0,ready to move,apartment,101600000,98718529.37,2881470.635
1138,2,1,under construction,apartment,13600000,13463262.95,136737.0492
1534,3,0,ready to move,apartment,56000000,36955963.89,19044036.11
2690,3,0,ready to move,apartment,57000000,51527380.95,5472619.048
2865,4,0,ready to move,floor,35000000,35272085.86,-272085.8586
2411,3,0,ready to move,apartment,38500000,33861389.65,4638610.348
2965,4,0,ready to move,apartment,46000000,79968356.64,-33968356.64
2376,3,1,under construction,apartment,38000000,38000000,0
4128,4,1,under construction,apartment,68100000,74009636.32,-5909636.315
2200,3,0,ready to move,plot,25000000,21729582.07,3270417.927
910,2,1,under construction,apartment,2370000,9109819.212,-6739819.212
2766,3,1,under construction,apartment,45600000,50224709.13,-4624709.126
1720,3,0,ready to move,apartment,9116000,12305183.77,-3189183.769
1243,2,0,ready to move,apartment,7953000,10034530,-2081530
1990,3,0,ready to move,apartment,14900000,32666385.44,-17766385.44
2298,4,1,under construction,apartment,45900000,234912964.5,-189012964.5
2050,3,0,ready to move,apartment,15200000,27109088.78,-11909088.78
2606,4,0,ready to move,apartment,21800000,25335319.61,-3535319.608
2150,3,0,ready to move,apartment,24100000,22816075.76,1283924.24
2037,3,1,under construction,apartment,28400000,28144700,255300
3230,4,1,under construction,apartment,72600000,72465571.43,134428.5714
2475,4,0,ready to move,plot,26500000,26290426.47,209573.5294
1365,2,0,ready to move,apartment,12600000,11690642.13,909357.873
1691,3,0,ready to move,apartment,23900000,23900000,0
696,2,1,under construction,apartment,2482000,2568046.468,-86046.46825
1488,4,1,under construction,apartment,16300000,21738250,-5438250
5492,4,0,ready to move,apartment,59800000,89359866.67,-29559866.67
1250,2,1,under construction,apartment,18700000,19574684.19,-874684.1919
968,3,1,under construction,apartment,33600000,33600000,0
3100,4,1,under construction,apartment,39900000,45838918.75,-5938918.754
1213,2,1,under construction,apartment,14500000,15015682.14,-515682.1374
4518,4,0,ready to move,floor,47900000,51677722.59,-3777722.589
955,2,0,ready to move,apartment,8175000,10118346.46,-1943346.464
2129,3,0,ready to move,apartment,43000000,35492725.51,7507274.489
1524,2,0,ready to move,apartment,24400000,21528000,2872000
1359,3,1,under construction,apartment,9264000,16663282.92,-7399282.918
1889,3,0,ready to move,apartment,20300000,21697691.71,-1397691.707
4518,3,0,resale,plot,65600000,75562550.22,-9962550.216
2460,3,1,under construction,apartment,52400000,54629564.29,-2229564.286
6565,5,0,ready to move,apartment,62100000,111212366.7,-49112366.67
3051,3,1,under construction,apartment,43300000,46194073.94,-2894073.938
1950,4,0,ready to move,apartment,23800000,28832840.1,-5032840.104
2484,3,0,ready to move,apartment,14000000,30669365.87,-16669365.87
3771,3,0,ready to move,apartment,45000000,74806083.33,-29806083.33
1930,3,0,ready to move,apartment,22000000,16223529.13,5776470.867
2352,4,0,ready to move,apartment,19600000,17839591.92,1760408.075
1731,4,1,under construction,apartment,68400000,68400000,0
3950,4,0,ready to move,apartment,79000000,58193247.88,20806752.12
2129,3,1,under construction,apartment,27500000,35255706.46,-7755706.46
945,0,0,new,plot,7874000,7280494.762,593505.2381
1550,2,0,ready to move,apartment,19500000,14165815.83,5334184.172
1700,3,0,ready to move,apartment,27500000,23652373,3847627.003
3192,4,0,ready to move,apartment,54200000,43510722.24,10689277.76
1650,3,0,ready to move,apartment,15300000,17824483.18,-2524483.179
3600,4,0,ready to move,floor,40000000,41665880.93,-1665880.93
3918,3,0,ready to move,apartment,86100000,85325750,774250
1371,4,1,under construction,apartment,45800000,45214500,585500
2300,4,0,under construction,floor,41500000,36248162.34,5251837.662
1217,2,1,under construction,apartment,7787000,7823299.375,-36299.375
2305,4,1,under construction,apartment,46100000,38834338.89,7265661.111
1990,3,0,ready to move,apartment,30800000,32666385.44,-1866385.443
700,0,0,resale,plot,122500000,2625629.333,119874370.7
1999,2,0,ready to move,apartment,31900000,31900000,0
4096,4,0,ready to move,apartment,61400000,70728833.33,-9328833.333
2200,4,0,ready to move,apartment,20000000,23095275.43,-3095275.433
208,0,0,new,plot,50000000,46171340,3828660
1518,3,1,under construction,apartment,18200000,18367693.66,-167693.657
5815,5,0,ready to move,villa,129200000,106239000,22961000
3500,4,1,under construction,apartment,57700000,58653063.13,-953063.1313
2031,4,0,ready to move,apartment,30100000,25582000,4518000
1350,2,0,ready to move,apartment,24000000,15836715.53,8163284.474
2010,3,0,ready to move,plot,23800000,22221974.75,1578025.253
1516,2,0,ready to move,apartment,21500000,31086935.71,-9586935.714
10019,5,0,ready to move,apartment,220400000,216949106.1,3450893.939
6221,5,0,ready to move,apartment,217600000,216349000,1251000
2510,4,1,under construction,apartment,50200000,50313205.83,-113205.832
3505,3,0,ready to move,apartment,77100000,69337621.43,7762378.571
1620,0,0,new,plot,31400000,15929080.74,15470919.26
1642,3,1,under construction,apartment,24900000,19309841.53,5590158.468
1305,3,1,under construction,apartment,19100000,18801144.34,298855.6638
2700,4,0,ready to move,plot,16500000,29281084.39,-12781084.39
4000,4,0,ready to move,villa,90000000,97551095.8,-7551095.804
1950,3,0,ready to move,apartment,24000000,26307433.65,-2307433.65
2705,4,0,ready to move,apartment,47000000,47387790.48,-387790.4762
2200,3,0,ready to move,plot,40000000,21729582.07,18270417.93
3200,4,0,ready to move,plot,43000000,23590071.43,19409928.57
2255,3,0,ready to move,plot,7400000,33957866.1,-26557866.1
4600,4,0,ready to move,apartment,57000000,64408511.11,-7408511.111
2215,4,0,ready to move,apartment,22500000,15391817.31,7108182.692
2833,3,0,ready to move,apartment,19700000,39988000,-20288000
1832,3,0,ready to move,apartment,25900000,25308127.52,591872.4831
2141,6,1,new,plot,30400000,58834600,-28434600
915,2,1,under construction,apartment,6266000,7925856.557,-1659856.557
2376,3,1,under construction,apartment,38000000,38000000,0
1789,3,0,ready to move,apartment,21500000,20438242.38,1061757.618
1154,2,1,under construction,apartment,5676000,9269160,-3593160
9000,5,0,ready to move,apartment,98100000,223129789.8,-125029789.8
3160,4,0,ready to move,apartment,40500000,45908476.19,-5408476.19
3600,0,0,new,plot,20900000,48694289.29,-27794289.29
583,2,0,ready to move,apartment,1982000,1999804,-17804
1902,3,1,under construction,apartment,28000000,27378144.8,621855.2003
2078,3,1,under construction,apartment,15000000,45681265.47,-30681265.47
1512,0,0,new,plot,19800000,16706557.94,3093442.063
1765,3,0,ready to move,apartment,11000000,12214019.05,-1214019.048
2360,3,1,under construction,apartment,37700000,37700000,0
1664,4,1,under construction,apartment,45000000,36087680.95,8912319.048
1440,3,1,under construction,apartment,10900000,9270145.345,1629854.655
1359,2,1,under construction,apartment,9490000,9279604.412,210395.5881
7452,5,1,under construction,apartment,138300000,136527342.3,1772657.692
3240,4,0,ready to move,floor,27000000,35095018.94,-8095018.944
2606,3,0,ready to move,apartment,41600000,41695666.67,-95666.66667
1353,3,0,ready to move,apartment,37600000,34915947.77,2684052.234
1323,0,0,new,plot,9554000,9956475,-402475
592,2,0,ready to move,apartment,2368000,7622556,-5254556
3310,3,0,ready to move,apartment,60500000,61915526.88,-1415526.876
1385,2,0,ready to move,apartment,12400000,10727657.92,1672342.084
1810,3,0,ready to move,apartment,23900000,24517198.23,-617198.2295
2250,3,0,ready to move,floor,22000000,14814785.41,7185214.585
601,2,1,under construction,apartment,2405000,2387774.957,17225.04329
1375,2,1,under construction,apartment,21300000,10357294.6,10942705.4
1235,3,1,under construction,apartment,11700000,13455368.18,-1755368.179
4518,99,0,new,plot,26100000,36900000,-10800000
1405,3,1,under construction,apartment,25200000,25123000,77000
2557,3,1,under construction,apartment,67900000,52772714.29,15127285.71
1269,2,1,under construction,apartment,6700000,7968857.144,-1268857.144
2250,4,1,under construction,apartment,40000000,64812034.01,-24812034.01
930,3,1,under construction,apartment,4800000,7376388.333,-2576388.333
2597,4,1,under construction,apartment,52600000,46807823.09,5792176.908
917,2,1,under construction,apartment,10600000,5134190.952,5465809.048
1930,3,0,ready to move,apartment,22100000,16223529.13,5876470.867
532,2,0,ready to move,apartment,3650000,5114880.952,-1464880.952
5970,4,0,ready to move,apartment,101400000,75942886.13,25457113.87
1080,0,1,resale,plot,8500000,9320156.667,-820156.6667
1444,2,1,under construction,apartment,9862000,12300614.78,-2438614.778
1665,3,1,under construction,apartment,366300000,90715991.45,275584008.6
450,0,0,new,plot,1000000,944618.7884,55381.21158
810,2,0,ready to move,apartment,4850000,3921431.814,928568.186
2300,3,0,ready to move,floor,14000000,20244200.4,-6244200.397
1646,3,1,under construction,apartment,70300000,64425454.47,5874545.53
5082,4,1,under construction,apartment,94300000,92455583.33,1844416.666
1638,3,1,under construction,apartment,69900000,69900000,0
1100,2,0,ready to move,apartment,2500000,10330450.06,-7830450.056
390,1,1,under construction,apartment,1409000,1424890,-15890
2450,3,0,ready to move,apartment,56300000,37054169.84,19245830.16
1700,3,1,under construction,apartment,34000000,162420557.8,-128420557.8
1657,4,0,ready to move,apartment,34400000,34400000,0
2255,3,1,under construction,apartment,35200000,38012460.12,-2812460.12
5090,5,0,ready to move,apartment,45000000,56430433.33,-11430433.33
5163,4,0,ready to move,apartment,113500000,73686314.31,39813685.69
3470,3,0,ready to move,apartment,32500000,55327011,-22827011
2047,3,0,ready to move,apartment,35800000,34824372.22,975627.7778
2407,4,0,ready to move,apartment,33600000,33261104.76,338895.2381
